Supplement ID;Classification Code;Dietary supplement name;Protein (g);Total fat (g);Dietary fibre (g);Preformed vitamin A (retinol) (µg);Beta-carotene (µg);Provitamin A (b-carotene equivalents) (µg);Vitamin A retinol equivalents (µg);Thiamin (B1) (mg);Riboflavin (B2) (mg);Niacin (B3) (mg);Niacin derived equivalents (mg);Folic acid  (µg);Dietary folate equivalents  (µg);Vitamin B6 (mg);Vitamin B12  (µg);Vitamin C (mg);Vitamin E (mg);Calcium (Ca) (mg);Iodine (I) (µg);Iron (Fe) (mg);Magnesium (Mg) (mg);Phosphorus (P) (mg);Potassium (K) (mg);Selenium (Se) (µg);Sodium (Na) (mg);Zinc (Zn) (mg);Caffeine (mg);Cholesterol (mg);Total saturated fat (g);Total monounsaturated fat (g);Total polyunsaturated fat (g);Linoleic acid (g);Alpha-linolenic acid (g);Total long chain omega 3 fatty acids (mg);Total trans fatty acids (mg);Purchase Link;Image Link;Price
172087;33202;Blackmores Odourless Fish Oil + Vitamin D3;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172091;33102;Blackmores Conceive Well Gold;0;0,47;0;3,8;187,5;187,5;35;1,38;1,5;20;20;500;833,3;41,4;50;498,9;133,8;34,6;150,6;24,78;211,1;0;0;65;0;15,18;0;2,3;0,16;0,11;0,21;0,03;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172093;33301;Bilberry 10000mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172166;33501;Women's Biobalance;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172185;33204;My Health Organic Evening Primrose Oil;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0,15;0,79;0,69;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172254;33201;Nature's Way True Odourless Fish Oil 1000mg;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172259;33101;Cenovis Multivitamin and Mineral ;0;0;0;376;0;0;376;9,19;10;25;25;0;0;1,7;2;75;6,7;10,7;145,3;5,26;37,3;7,7;5,1;0;0;1,5;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172476;33301;Vita Science Slippery Elm 400mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172477;33101;Vitamax Mega B Complex;0;0;0;0;0;0;0;56,66;50;100;100;300;500;50,3;100;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172485;33102;Proflavanol C 100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325,8;0;19,3;0;0;3,5;0;23,3;0;0;0,59;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172487;33104;Vitamax Calcium 600mg + Vitamin D;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;599,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172503;33301;Alpha EFA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172525;33107;Blooms Super Colloidal Silica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172526;33202;Blooms Green Lipped Mussel;0,2;0,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,5;0;0;0;4,8;7,3;0;0;0;0;0,7;0,04;0,04;0,06;0;0;35,5;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172528;33106;Blooms Zinc Max 50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50,17;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172632;33201;Penta-Vite Wizz Kids;0;0,57;0;4,5;0;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,7;0,19;0,13;0,25;0,03;0,02;196,8;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172638;33102;Microgenics Magnesium & Cramp Bark Formula;0,11;0;0;0;0;0;0;0;0;0;0;0;0;20,7;0;0;0;0;0;0;123,5;0;0;0;0;4,32;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172639;33501;Nature's Way Restore Daily Probiotic;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172640;33202;Microgenics Pregnancy and Breastfeeding Multivitamin with Fish Oil;0,18;0,47;0;3,8;5001;5001;837,3;4,59;5;20;20;500;833,3;41,4;0;61,6;0;27,9;250;5,55;7,1;3,1;0,1;16,4;0;11,74;0;2,3;0,16;0,11;0,21;0,03;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172645;33201;Bioglan Super Fish Oil Super Strength;0;0,74;0;5,6;0;0;5,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,4;0,07;0,14;0,53;0,04;0,02;425,3;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172646;33112;Vita Science Sublingual B12 1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172647;33503;Vitamax Glucosamine Sulfate 1500mg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;234,2;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172652;33202;Nature's Own Pregnancy Platinum Multivitamin;0,18;0,47;0;3,8;5001;5001;837,3;4,59;5;20;20;500;833,3;41,4;0;61,6;0;27,9;250;5,55;7,1;3,1;0,1;16,4;0;11,74;0;2,3;0,16;0,11;0,21;0,03;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172659;33103;Nutra-Life Thermo Trim Max;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;31,8;0;0;0;9,8;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172828;33101;Pharmacist Formula Daily Multi-Vitamin Complex;0;0;0;150,4;0;0;150,4;2,23;2,5;25;25;100;166,7;1,7;4;25;2,7;14;50;2;31,2;2,5;5,5;25;0,5;2,5;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172889;33111;Cenovis Vitamin D3 1000IU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172890;33501;Bioglan Probiomax 50 Super Strength;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172896;33101;Mineral Compounds A.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,9;2,4;5,4;0;4,9;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172903;33108;Liver Zone;0,1;0,03;0,01;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;14;0;0;0;0;0;0;0;0;0;0,01;0,01;0,01;0;0;7,3;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
172904;33107;Silicol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173073;33301;Harmony Pms;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173087;33503;Nature's Way Joint Restore Glucosamine + MSM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173088;33201;Cenovis Fish Oil + EPO;0;0,98;0;3,8;0;0;3,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3;0,2;0,19;0,6;0,37;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173109;33503;Nature's Way Joint Restore Glucosamine + Chondroitin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27,6;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173118;33301;Chemists' Own Daily Vegetables;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173121;33102;Chemists' Own Women's Multi;0,03;0;0;0;3000;3000;500;13,78;10;50;50;200;333,3;20,7;25;75;9,9;146,8;0;5;75,4;0;1,5;0;0;5,87;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173152;33201;Chemists' Own Fish Oil 1000;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173156;33101;Chemists' Own  Multivitamin & Minerals;0;0;0;0;0;0;0;9,19;10;25;25;100;166,7;3,3;5;80;7;71,3;0;5;38;54,4;5;0;0;2,01;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173163;33203;Chemists' Own Cod Liver Oil;0;0,25;0;101,8;0;0;101,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,2;0,05;0,12;0,08;0;0;52;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173170;33301;Chemists' Own Cranberry 10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173172;33109;Bioglan Natural Vitamin E 1000 IU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173177;33104;Chemist's Own Calcium, Magnesium & Vitamin D;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269,3;0;0;89,4;176,1;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173198;33101;Chemists' Own Iron Complex;0;0;0;0;0;0;0;0;0;0;0;90;150;8,3;25;50;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173247;33301;Nutra-Life Cranberry 50,000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173253;33108;Bergamet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173295;33402;Resurrect;0,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173613;33202;Thompson’s Ultra Omega-3 - Fish Oil Concentrate;0;1,18;0;9;0;0;9;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;5,4;0,11;0,23;0,84;0,06;0,04;680,4;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173654;33201;Healthy Care Wild Salmon Oil ;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173723;33101;Chemists' Own Calcium Plus;0;0;0;0;0;0;0;0;0;0;0;250;416,7;1,2;0;0;0;600;0;0;60,3;0;0;0;1,6;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173786;33501;Blackmores Digestive Bio Balance;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173924;33101;Wagner Glucosamine 1000mg + MSM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117,1;12,5;0,5;2;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
173925;33503;Wagner Joint Formula + MSM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116,5;12,5;12,4;2;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174016;33612;Medreich Caffeine 100 mg ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174028;33111;Herb Valley Vitamin D3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174117;33201;Nature's Care Fish Oil 1500mg Omega-3;0;1,41;0;11,3;0;0;11,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,8;0,47;0,33;0,62;0,08;0,05;492;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174119;33101;Golden Glow Women's One-A-Day Multi;0;0;0;0;1500;1500;250;13,78;15;15;15;250;416,7;20,7;25;100;33,6;121,6;12,9;5,16;60,1;0;0;0;0;4,98;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174120;33202;Nutra-Life Fish Oil;0;0,86;0;6,9;0;0;6,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,1;0,28;0,2;0,38;0,05;0,03;300,8;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174150;33102;Reliv Classic;0,02;0;0,01;0;168,5;168,5;28,1;0,18;0,24;1,12;1,12;22,5;37,9;0,2;1;27;2,5;57,2;8,5;0,29;11,5;18,9;6,3;2,8;0;0,9;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174250;33201;Cenovis Fish Oil 1500mg;0;1,41;0;11,3;0;0;11,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,8;0,47;0,33;0,62;0,08;0,05;492;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174261;33101;Nutrichew Chewable Multivitamin ;0,04;0;0;376;2299,5;2299,5;759,3;4,59;5;25;25;250;416,7;4,1;25;60;10;307,6;149;9,47;54,7;0;0;35,1;0;7,34;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174315;33301;Relieve Turmeric Forte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174348;33102;Redbak Testovenom Testosterone Booster ;0,09;0;0;0;0;0;0;0;0;0;0;0;0;8,3;0;0;0;0;0;0;12,4;0;0;0;0;21,52;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174376;33503;Bio-Organics Glucosamine 750 + Chondroitin 400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116,5;0;45,4;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174388;33501;Nature's Way Restore;0,53;0,04;0,13;0;0;0;0;0,26;0,05;0,03;0,03;0;13;0;0;0;0;0,9;0;0,21;0,7;18,2;20,8;0;0,8;0,13;0;0;0,02;0,01;0,01;0,01;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174402;33301;Nagesic Forte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174499;33107;Chromium 200mcg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174543;33101;Elevit with Iodine;0;0;0;0;0;0;0;1,42;1,8;19;19;800;1333,3;2,1;4;109,3;10,1;125,1;250;60,15;100;125;0,1;0;0;7,52;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174560;33201;Swisse Ultiboost Wild Fish Oil;0;0,94;0;7,5;0;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0,31;0,22;0,41;0,05;0,03;328;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174613;33101;Innatal;0,11;0;0;0;3000;3000;500;22,97;25;25,15;25,15;250;416,7;50,3;350;100;68;18,3;135;0;10,6;12,3;0;13;0;9,78;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174615;33504;Co Q 10 50mg Biosorb;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174618;33201;Swisse Ultiboost Children's Smart Fish Oil;0;0,47;0;3,8;0;0;3,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3;0,16;0,11;0,21;0,03;0,02;164;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174619;33102;Swisse Ultiboost Liquid Iron;0;0;0;0;0,1;0,1;0;0,11;0,11;0;0;0;0;0;60;1;0;0;0,2;1;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174620;33102;Swisse Men's Ultivite 50+ Multivitamin Mineral & Antioxidant with Herbs F;0,1;0,02;0;376;0;0;376;15,61;17,5;12,5;12,5;250;416,7;10,3;60;82,2;10,1;18,1;74,9;2,63;3,8;0,2;0;13,1;0;9,78;0;0;0,01;0,01;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174625;33104;Cal-600+D ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174627;33101;Nature's Sunshine Magnesium Complex;0,18;0;0;0;0;0;0;0;0;0;0;0;0;10,1;0;0;0;0;0;0;63,1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174628;33102;Swisse Ultiboost Cold Sore Combat;0,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;9,78;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174629;33102;Swisse Women's Ultivite 50+ Multivitamin Mineral & Antioxidant with Herbs F;0,08;0;0;376;0;0;376;13,38;15;10;10;250;416,7;12,4;57,5;82,2;8,1;17,9;74,9;2,63;3,8;0,2;0;13,1;0;7,34;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174630;33201;Swisse Ultiboost High Strength Wild Fish Oil;0;1,41;0;11,3;0;0;11,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,8;0,47;0,33;0,62;0,08;0,05;492;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
174635;33301;Swisse Ultiboost Cranberry;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;https://www.supplementwarehouse.com.au/;https://i.ebayimg.com/images/g/Ny4AAOSwqMtici2Z/s-l1200.webp;100AUD
